"catalysis" -- "energy"
"catalysis" -- "reaction kinetics"
"catalysis" -- "organometallic chemistry"
"catalysis" -- "ionic liquids"
"catalysis" -- "chemical reaction engineering"
"catalysis" -- "organometallics"
"catalysis" -- "zeolites"
"catalysis" -- "adsorption"
"catalysis" -- "surface science"
"construction" -- "project management"
"clinical" -- "health psychology"
"discrimination" -- "prejudice"
"transport phenomena" -- "fluid mechanics"
"class" -- "gender"
"design automation" -- "embedded systems"
"data assimilation" -- "mesoscale meteorology"
"data assimilation" -- "prediction"
"data assimilation" -- "remote sensing"
"data assimilation" -- "numerical weather prediction"
"mass spectrometry" -- "metabolomics"
"mass spectrometry" -- "lipidomics"
"mass spectrometry" -- "analytical chemistry"
"mass spectrometry" -- "proteomics"
"optogenetics" -- "neuroscience"
"hematology" -- "thrombosis"
"single molecule biophysics" -- "molecular motors"
"manufacturing" -- "machining"
"microbiology" -- "immunology"
"microbiology" -- "microbiota"
"microbiology" -- "molecular biology"
"microbiology" -- "biotechnology"
"microbiology" -- "microbial genetics"
"microbiology" -- "bacterial genetics"
"microbiology" -- "host-pathogen interactions"
"microbiology" -- "mycology"
"microbiology" -- "molecular genetics"
"microbiology" -- "bacteria"
"microbiology" -- "bacterial pathogenesis"
"microbiology" -- "microbial ecology"
"microbiology" -- "antimicrobials"
"microbiology" -- "antimicrobial resistance"
"microbiology" -- "pathogenesis"
"microbiology" -- "quorum sensing"
"microbiology" -- "food safety"
"microbiology" -- "bacteriophage"
"microbiology" -- "enzymes"
"microbiology" -- "probiotics"
"microbiology" -- "antibiotic resistance"
"microbial physiology" -- "microbial ecology"
"modeling" -- "processing"
"modeling" -- "simulation"
"multidisciplinary design optimization" -- "aircraft design"
"multidisciplinary design optimization" -- "design optimization"
"social interaction" -- "language"
"fuzzy systems" -- "machine learning"
"health services research" -- "older adults"
"health services research" -- "health policy"
"health services research" -- "quality of care"
"health services research" -- "healthcare management"
"holography" -- "optics"
"gas separation" -- "membranes"
"molecular spectroscopy" -- "physical chemistry"
"mathematics education" -- "problem solving"
"mathematics education" -- "statistics education"
"mathematics education" -- "teacher education"
"mimo" -- "wireless communications"
"nanotoxicology" -- "nanomedicine"
"biomedicine" -- "machine learning"
"life course" -- "aging"
"cryptography" -- "computer security"
"cryptography" -- "security"
"chemometrics" -- "analytical chemistry"
"chemometrics" -- "qsar"
"sts" -- "hci"
"bioética" -- "ética"
"self-organization" -- "complexity"
"quality engineering" -- "scientometrics"
"econophysics" -- "complex systems"
"protein biochemistry" -- "structural biology"
"polymers" -- "fiber"
"polymers" -- "biomaterials"
"polymers" -- "adhesion"
"polymers" -- "nanocomposites"
"polymers" -- "membranes"
"multimedia systems" -- "computer vision"
"local government" -- "public administration"
"single cell analysis" -- "microfluidics"
"synaptic plasticity" -- "neuroscience"
"urban development" -- "housing"
"culture" -- "acculturation"
"culture" -- "gender"
"heterogeneous catalysis" -- "surface science"
"calcium signaling" -- "ion channels"
"sustainability" -- "life cycle assessment"
"sustainability" -- "environmental management"
"sustainability" -- "csr"
"sustainability" -- "values"
"sustainability" -- "resilience"
"sustainability" -- "sustainable consumption"
"sustainability" -- "disaster management"
"sustainability" -- "energy"
"sustainability" -- "human ecology"
"sociology of science" -- "technology"
"authentication" -- "security"
"spine" -- "biomechanics"
"network economics" -- "wireless networks"
"computational fluid dynamics (cfd)" -- "fluid mechanics"
"travel behavior" -- "transportation"
"travel behavior" -- "transportation planning"
"senescence" -- "aging"
"preventive medicine" -- "public health"
"energetics" -- "physiological ecology"
"defects" -- "semiconductors"
"stretchable electronics" -- "flexible electronics"
"stretchable electronics" -- "flexible"
"evaluation" -- "assessment"
"aphasia" -- "language"
"tourism marketing" -- "consumer behaviour"
"neurogenetics" -- "neuroscience"
"decision theory" -- "game theory"
"ultrasound" -- "medical imaging"
"ultrasound" -- "photoacoustics"
"transport modelling" -- "simulation"
"metamorphic petrology" -- "tectonics"
"photocatalysis" -- "solar energy conversion"
"coevolution" -- "evolution"
"multicultural education" -- "teacher education"
"multicultural education" -- "qualitative research methods"
"nanomaterials synthesis" -- "characterization"
"graphical models" -- "machine learning"
"conservation ecology" -- "landscape ecology"
"schools" -- "education"
"urban studies" -- "human geography"
"production planning" -- "control"
"palaeobiology" -- "palaeontology"
"lithography" -- "self-assembly"
"biologia cellulare" -- "biochimica"
"neurophysiology" -- "neuroscience"
"electron microscopy" -- "iii-nitrides"
"gene therapy" -- "neuroscience"
"political ecology" -- "science studies"
"ofdm" -- "wireless communications"
"ic design" -- "rf"
"working memory" -- "attention"
"image analysis" -- "computer vision"
"cfd" -- "fea"
"cfd" -- "mass transfer"
"cfd" -- "heat transfer"
"body" -- "gender"
"classification" -- "machine learning"
"low temperature physics" -- "condensed matter physics"
"tumor biology" -- "immunology"
"communication" -- "information"
"communication" -- "compression"
"communication" -- "social change"
"communication" -- "media studies"
"proteins" -- "peptides"
"proteins" -- "biophysics"
"proteins" -- "nucleic acids"
"evidence-based practice" -- "mental health"
"remote sensing" -- "sar"
"remote sensing" -- "hyperspectral imaging"
"remote sensing" -- "glaciology"
"remote sensing" -- "earth observation"
"remote sensing" -- "geographic information science"
"remote sensing" -- "geographic information systems"
"remote sensing" -- "insar"
"remote sensing" -- "forestry"
"remote sensing" -- "photogrammetry"
"remote sensing" -- "spatial modeling"
"remote sensing" -- "environmental modelling"
"remote sensing" -- "giscience"
"remote sensing" -- "forest"
"remote sensing" -- "hydrology"
"remote sensing" -- "planetary geology"
"remote sensing" -- "radiative transfer"
"remote sensing" -- "vegetation"
"remote sensing" -- "soil moisture"
"remote sensing" -- "precision agriculture"
"remote sensing" -- "satellite"
"coastal engineering" -- "coastal geomorphology"
"coastal engineering" -- "hydraulic engineering"
"coastal engineering" -- "sediment transport"
"coastal engineering" -- "ocean engineering"
"host-parasite interactions" -- "evolution"
"instruction" -- "learning"
"exercise psychology" -- "sport"
"lexicography" -- "linguistics"
"exercise" -- "physical activity"
"its" -- "simulation"
"influenza" -- "virology"
"speaker recognition" -- "machine learning"
"clinical pharmacology" -- "pharmacometrics"
"clinical pharmacology" -- "pharmacokinetics"
"nuclear fusion" -- "plasma physics"
"palliative care" -- "cancer"
"marketing strategy" -- "innovation"
"archaeology" -- "archaeometry"
"archaeology" -- "prehistory"
"archaeology" -- "heritage"
"archaeology" -- "anthropology"
"supercritical fluids" -- "biofuels"
"locomotion" -- "biomechanics"
"data mining" -- "data warehousing"
"data mining" -- "business intelligence"
"data mining" -- "data privacy"
"data mining" -- "databases"
"data mining" -- "social networks"
"data mining" -- "knowledge discovery"
"data mining" -- "web mining"
"data mining" -- "graph mining"
"data mining" -- "business analytics"
"data mining" -- "social media analytics"
"data mining" -- "machine learning"
"data mining" -- "clustering"
"geothermal energy" -- "hydrogeology"
"social neuroscience" -- "theory of mind"
"social neuroscience" -- "social psychology"
"music technology" -- "music education"
"adaptive optics" -- "optics"
"biophysics" -- "statistical mechanics"
"biophysics" -- "biochemistry"
"biophysics" -- "molecular motors"
"biophysics" -- "soft matter physics"
"biophysics" -- "molecular dynamics"
"biophysics" -- "soft condensed matter physics"
"biophysics" -- "atomic force microscopy"
"biophysics" -- "magnetic resonance"
"biophysics" -- "soft matter"
"biophysics" -- "membrane transport"
"biophysics" -- "fluorescence spectroscopy"
"biophysics" -- "fluorescence microscopy"
"biophysics" -- "photobiology"
"biophysics" -- "fluorescence"
"biophysics" -- "physical chemistry"
"biophysics" -- "cell motility"
"biophysics" -- "super-resolution microscopy"
"biophysics" -- "polymer physics"
"biophysics" -- "molecular dynamics simulation"
"biophysics" -- "soft condensed matter"
"ethnobotany" -- "botany"
"functional programming" -- "programming languages"
"fish biology" -- "aquaculture"
"long-term care" -- "dementia"
"consumer behaviour" -- "social marketing"
"scholarship of teaching" -- "learning"
"fusion" -- "plasma physics"
"coastal processes" -- "geomorphology"
"hybrid systems" -- "control theory"
"development economics" -- "institutional economics"
"development economics" -- "impact evaluation"
"development economics" -- "labor economics"
"development economics" -- "environmental economics"
"micro" -- "nanofluidics"
"ecosystem functioning" -- "biodiversity"
"isotopes" -- "geochemistry"
"pharmacognosy" -- "phytochemistry"
"music information retrieval" -- "machine learning"
"music information retrieval" -- "sound"
"interaction" -- "augmented reality"
"computer animation" -- "computer graphics"
"software verification" -- "formal methods"
"multiple sclerosis" -- "neurology"
"entomology" -- "nematology"
"entomology" -- "chemical ecology"
"entomology" -- "biological control"
"head" -- "otolaryngology"
"head" -- "neck cancer"
"head" -- "neuroradiology"
"género" -- "comunicación"
"supercomputing" -- "high performance computing"
"biomaterials" -- "tissue engineering"
"biomaterials" -- "nano"
"biomaterials" -- "bioengineering"
"biomaterials" -- "drug delivery systems"
"biomaterials" -- "biomineralization"
"biomaterials" -- "surface modification"
"biomaterials" -- "self-assembly"
"biomaterials" -- "scaffold"
"biomaterials" -- "hydrogels"
"biomaterials" -- "extracellular matrix"
"biomaterials" -- "dental materials"
"sex differences" -- "stress"
"surfactants" -- "colloids"
"perception" -- "attention"
"perception" -- "action"
"neural networks" -- "machine learning"
"systems" -- "networks"
"water resources" -- "hydrology"
"coagulation" -- "thrombosis"
"neuroprosthetics" -- "neural engineering"
"wastewater" -- "water"
"psicometría" -- "psychometrics"
"satellite communications" -- "wireless communications"
"estimation" -- "control"
"estimation" -- "detection"
"renewable energy systems" -- "power electronics"
"embedded systems" -- "fpgas"
"embedded systems" -- "cyber-physical systems"
"embedded systems" -- "fpga"
"embedded systems" -- "real-time systems"
"embedded systems" -- "real-time"
"embedded systems" -- "low power design"
"network science" -- "complex systems"
"precision agriculture" -- "agricultural engineering"
"igneous petrology" -- "geochemistry"
"psychology" -- "education"
"psychology" -- "forensic psychology"
"psychology" -- "neuroscience"
"psychology" -- "social psychology"
"primary health care" -- "public health"
"sport marketing" -- "consumer behavior"
"metabolic engineering" -- "industrial biotechnology"
"metabolic engineering" -- "synthetic biology"
"feedback" -- "assessment"
"biological oceanography" -- "microbial ecology"
"climate variability" -- "change"
"kalman filter" -- "machine learning"
"business" -- "management"
"optical communications" -- "photonics"
"optical communications" -- "optical signal processing"
"transplantation" -- "immunology"
"network analysis" -- "machine learning"
"radiation oncology" -- "lung cancer"
"postcolonial studies" -- "cultural studies"
"real options" -- "corporate finance"
"behavioural neuroscience" -- "addiction"
"aquaculture" -- "fisheries"
"aquaculture" -- "fish physiology"
"cognitive science" -- "computational modeling"
"cognitive science" -- "embodied cognition"
"cognitive science" -- "categorization"
"cognitive science" -- "philosophy"
"media psychology" -- "media effects"
"glycomics" -- "proteomics"
"lithium ion batteries" -- "energy storage"
"economics of education" -- "labour economics"
"economics of education" -- "labor economics"
"parenting" -- "child development"
"parenting" -- "attachment"
"behavioral neuroscience" -- "memory"
"protein science" -- "biochemistry"
"aggression" -- "bullying"
"adolescent development" -- "child"
"medical education" -- "assessment"
"medical education" -- "emergency medicine"
"proteases" -- "cancer"
"face perception" -- "face recognition"
"middle east" -- "islam"
"spect" -- "pet"
"analog" -- "rf"
"invertebrates" -- "marine biology"
"thermal sciences" -- "heat transfer"
"thermal sciences" -- "nanoscale heat transfer"
"coatings" -- "corrosion"
"data quality" -- "databases"
"mechanism design" -- "market design"
"mechanism design" -- "game theory"
"discourse analysis" -- "multimodality"
"discourse analysis" -- "systemic functional linguistics"
"mri" -- "medical imaging"
"mri" -- "pet"
"statistical analysis" -- "machine learning"
"engineering geology" -- "rock mechanics"
"collective behavior" -- "complex systems"
"social influence" -- "emotion"
"active tectonics" -- "structural geology"
"road safety" -- "transportation"
"electrochemical sensors" -- "biosensors"
"international relations" -- "international security"
"international relations" -- "asian studies"
"international relations" -- "terrorism"
"international relations" -- "conflict"
"international relations" -- "political science"
"international relations" -- "international organizations"
"international relations" -- "foreign aid"
"international relations" -- "foreign policy"
"international relations" -- "conflict resolution"
"international relations" -- "global governance"
"international relations" -- "human rights"
"industrial relations" -- "human resource management"
"critical pedagogy" -- "education"
"competition" -- "innovation"
"ovarian cancer" -- "breast cancer"
"behavioral medicine" -- "health psychology"
"cytogenetics" -- "genetics"
"virtual worlds" -- "serious games"
"instrumentation" -- "measurement"
"social justice" -- "education"
"incentives" -- "motivation"
"lc-ms" -- "metabolomics"
"lc-ms" -- "ms"
"organic synthesis" -- "asymmetric catalysis"
"inflammatory bowel disease" -- "gastroenterology"
"colloids" -- "interfacial phenomena"
"colloids" -- "emulsions"
"colloids" -- "soft matter"
"colloids" -- "wetting"
"colloids" -- "interface science"
"condition monitoring" -- "fault diagnosis"
"structural geology" -- "tectonics"
"boundary element method" -- "computational mechanics"
"system modeling" -- "simulation"
"computational imaging" -- "computer vision"
"community health" -- "public health"
"memristor" -- "neuromorphic computing"
"wireless networks" -- "vehicular networks"
"wireless networks" -- "mobile systems"
"wireless networks" -- "ad hoc networks"
"wireless networks" -- "mobile computing"
"big data" -- "analytics"
"big data" -- "machine learning"
"computer graphics" -- "visualization"
"computer graphics" -- "scientific visualization"
"computer graphics" -- "geometry processing"
"computer graphics" -- "computer vision"
"computer graphics" -- "animation"
"computer graphics" -- "virtual reality"
"science policy" -- "innovation"
"health promotion" -- "public health"
"comparative literature" -- "cultural studies"
"formal methods" -- "petri nets"
"formal methods" -- "verification"
"formal methods" -- "program verification"
"formal methods" -- "concurrency theory"
"assessment" -- "school psychology"
"assessment" -- "educational research"
"mediation" -- "conflict resolution"
"biotechnology" -- "life sciences"
"biotechnology" -- "biochemical engineering"
"biotechnology" -- "biofuels"
"turbulence" -- "nonlinear physics"
"turbulence" -- "computational fluid mechanics"
"turbulence" -- "numerical simulation"
"turbulence" -- "fluid mechanics"
"turbulence" -- "computational fluid dynamics"
"turbulence" -- "waves"
"sensory systems" -- "computational neuroscience"
"nonlinear dynamics" -- "chaos"
"nonlinear dynamics" -- "synchronization"
"nonlinear dynamics" -- "complex systems"
"perovskite solar cells" -- "dye-sensitized solar cells"
"perovskite solar cells" -- "organic solar cells"
"quantum dots" -- "solar cells"
"quantum dots" -- "nanocrystals"
"nanoparticle synthesis" -- "characterization"
"genetics" -- "molecular biology"
"genetics" -- "plant development"
"genetics" -- "c. elegans"
"genetics" -- "yeast"
"genetics" -- "plant breeding"
"genetics" -- "breeding"
"genetics" -- "plant molecular biology"
"heart rate variability" -- "biomedical signal processing"
"space" -- "place"
"space" -- "architecture"
"biological physics" -- "statistical physics"
"power quality" -- "power electronics"
"soil physics" -- "hydrology"
"judgment" -- "decision making"
"computational finance" -- "machine learning"
"bionanotechnology" -- "biosensors"
"violence against women" -- "gender"
"veterinary" -- "epidemiology"
"infection control" -- "infectious diseases"
"image retrieval" -- "computer vision"
"terminology" -- "translation"
"history of medicine" -- "history of science"
"gender" -- "india"
"gender" -- "medical sociology"
"gender" -- "queer theory"
"gender" -- "social movements"
"gender" -- "women s studies"
"gender" -- "popular culture"
"gender" -- "family"
"gender" -- "globalization"
"gender" -- "migration"
"gender" -- "race"
"gender" -- "diversity"
"gender" -- "careers"
"gender" -- "identity"
"gender" -- "work"
"gender" -- "indonesia"
"gender" -- "education"
"gender" -- "social anthropology"
"gender" -- "qualitative research"
"gender" -- "labour"
"metaphor" -- "language"
"infrastructure" -- "urban"
"spectroscopy" -- "physical chemistry"
"race" -- "ethnic politics"
"fisheries management" -- "fisheries"
"fisheries management" -- "fisheries ecology"
"mhd" -- "plasma physics"
"diversity" -- "inclusion"
"urban policy" -- "urban planning"
"business models" -- "innovation"
"higher education policy" -- "management"
"sociological theory" -- "political sociology"
"environmental communication" -- "science communication"
"computational physics" -- "condensed matter physics"
"microalgae" -- "biofuels"
"evolution of cooperation" -- "evolutionary game theory"
"kidney disease" -- "diabetes"
"animal science" -- "nutrition"
"deafness" -- "hearing"
"public participation" -- "urban planning"
"er stress" -- "diabetes"
"predictive analytics" -- "machine learning"
"mitochondria" -- "metabolism"
"mitochondria" -- "calcium"
"ptsd" -- "trauma"
"delinquency" -- "crime"
"delinquency" -- "juvenile justice"
"syntax" -- "morphology"
"syntax" -- "linguistics"
"swarm robotics" -- "swarm intelligence"
"body composition" -- "nutrition"
"labor economics" -- "microeconometrics"
"labor economics" -- "macroeconomics"
"labor economics" -- "personnel economics"
"labor economics" -- "public finance"
"labor economics" -- "public economics"
"muscle" -- "biomechanics"
"fiber lasers" -- "nonlinear optics"
"crowdfunding" -- "entrepreneurship"
"political communication" -- "science communication"
"political communication" -- "media effects"
"political communication" -- "public opinion"
"political communication" -- "journalism"
"fuels" -- "energy"
"sign language" -- "linguistics"
"animal behaviour" -- "animal cognition"
"animal behaviour" -- "bioacoustics"
"animal behaviour" -- "social learning"
"animal behaviour" -- "comparative cognition"
"computational biomechanics" -- "finite element analysis"
"economic growth" -- "macroeconomics"
"composite structures" -- "steel"
"gaussian processes" -- "machine learning"
"programming languages" -- "domain-specific languages"
"programming languages" -- "type theory"
"programming languages" -- "concurrency"
"postcolonialism" -- "cultural studies"
"statistical modeling" -- "machine learning"
"multiferroics" -- "ferroelectrics"
"child" -- "adolescent health"
"photonics" -- "optics"
"function" -- "protein structure"
"social support" -- "stress"
"hydraulic fracturing" -- "geomechanics"
"forensic anthropology" -- "biological anthropology"
"consumer behavior" -- "survey research"
"consumer behavior" -- "decision making"
"public transport" -- "transportation planning"
"transparency" -- "accounting"
"protein design" -- "structural biology"
"protein crystallography" -- "structural biology"
"water purification" -- "membranes"
"glycobiology" -- "structural biology"
"corporate finance" -- "entrepreneurial finance"
"corporate finance" -- "financial institutions"
"corporate finance" -- "financial markets"
"movement disorders" -- "neurology"
"aerodynamics" -- "fluid mechanics"
"aerodynamics" -- "wind turbines"
"academic libraries" -- "information literacy"
"food science" -- "technology"
"food science" -- "food engineering"
"food science" -- "dairy science"
"maxillofacial surgery" -- "oral surgery"
"reservoir engineering" -- "enhanced oil recovery"
"innovation" -- "alliances"
"innovation" -- "entrepreneurship"
"innovation" -- "evolutionary theory"
"innovation" -- "technological change"
"innovation" -- "technology"
"innovation" -- "intellectual property"
"innovation" -- "standards"
"innovation" -- "new product development"
"innovation" -- "evolutionary economics"
"innovation" -- "environmental sustainability"
"innovation" -- "knowledge transfer"
"innovation" -- "strategy"
"video analysis" -- "computer vision"
"green communications" -- "wireless communications"
"academic writing" -- "corpus linguistics"
"mouse models" -- "cancer biology"
"neural stem cells" -- "neural development"
"neural stem cells" -- "neuroscience"
"global health" -- "epidemiology"
"resource allocation" -- "wireless communications"
"innovation management" -- "open innovation"
"innovation management" -- "entrepreneurship"
"physical activity" -- "fitness"
"phytochemistry" -- "natural products"
"tobacco" -- "public health"
"ir" -- "nlp"
"sustainable energy" -- "environment"
"development studies" -- "human geography"
"energy modeling" -- "energy policy"
"drug addiction" -- "neuroscience"
"nanocomposites" -- "hybrid materials"
"magnetism" -- "magnetic nanoparticles"
"magnetism" -- "complex oxides"
"magnetism" -- "magnetic materials"
"magnetism" -- "neutron scattering"
"magnetism" -- "condensed matter physics"
"brain tumors" -- "neurosurgery"
"biodiversity" -- "ecosystems"
"functional mri" -- "magnetic resonance imaging"
"quaternary geology" -- "geomorphology"
"special education" -- "inclusive education"
"cancer biology" -- "therapeutics"
"cancer biology" -- "molecular biology"
"cancer biology" -- "cancer therapeutics"
"cancer biology" -- "tumor immunology"
"cancer biology" -- "molecular pharmacology"
"cancer biology" -- "tumor microenvironment"
"subjective well-being" -- "emotion"
"groundwater" -- "hydrogeology"
"recycling" -- "waste management"
"cultural studies" -- "performance studies"
"cultural studies" -- "american studies"
"cultural studies" -- "critical"
"cultural studies" -- "media studies"
"urban governance" -- "urban planning"
"brazil" -- "latin america"
"colonialism" -- "history"
"criminology" -- "crime"
"criminology" -- "policing"
"criminology" -- "criminal justice"
"geotechnical engineering" -- "pavement engineering"
"geotechnical engineering" -- "slope stability"
"geotechnical engineering" -- "geomechanics"
"geotechnical engineering" -- "offshore engineering"
"geotechnical engineering" -- "soil dynamics"
"geotechnical engineering" -- "rock mechanics"
"performance" -- "theatre"
"renewables" -- "energy"
"linguistics" -- "translation studies"
"linguistics" -- "translation"
"linguistics" -- "phonetics"
"linguistics" -- "semiotics"
"dental implants" -- "dentistry"
"feature selection" -- "machine learning"
"oral surgery" -- "dentistry"
"petroleum geology" -- "sedimentology"
"multiscale modeling" -- "computational mechanics"
"multiscale modeling" -- "crystal plasticity"
"network theory" -- "complex systems"
"dna nanotechnology" -- "synthetic biology"
"experimental economics" -- "behavioural economics"
"experimental economics" -- "game theory"
"labour law" -- "law"
"macroeconomics" -- "monetary policy"
"macroeconomics" -- "international finance"
"macroeconomics" -- "finance"
"macroeconomics" -- "time series econometrics"
"macroeconomics" -- "financial economics"
"engagement" -- "motivation"
"natural resource economics" -- "environmental economics"
"environmental economics" -- "agricultural economics"
"environmental economics" -- "resource economics"
"information literacy" -- "digital literacy"
"real estate" -- "urban economics"
"real estate" -- "finance"
"transistors" -- "solar cells"
"investments" -- "finance"
"climatology" -- "meteorology"
"electrospinning" -- "nanofibers"
"electrospinning" -- "tissue engineering"
"lightning" -- "electromagnetic compatibility"
"sedimentology" -- "stratigraphy"
"sedimentology" -- "sequence stratigraphy"
"crop physiology" -- "agronomy"
"social movements" -- "political sociology"
"social movements" -- "resistance"
"digital marketing" -- "branding"
"biophotonics" -- "biomedical optics"
"biophotonics" -- "optics"
"population genomics" -- "evolutionary biology"
"digital signal processing" -- "machine learning"
"hydrometeorology" -- "hydrology"
"english education" -- "teacher education"
"mercury" -- "biogeochemistry"
"vision" -- "neuroscience"
"nonlinear analysis" -- "partial differential equations"
"cardiovascular disease" -- "diabetes"
"social studies education" -- "teacher education"
"injury" -- "biomechanics"
"children" -- "adolescence"
"thermochronology" -- "tectonics"
"neuroprotection" -- "neuroscience"
"fluid flow" -- "heat transfer"
"data integration" -- "databases"
"foraging" -- "behavioral ecology"
"photography" -- "history"
"separation" -- "membranes"
"systematics" -- "evolution"
"virology" -- "immunology"
"quantum information science" -- "quantum optics"
"regional" -- "urban economics"
"longitudinal data analysis" -- "survival analysis"
"imaging" -- "computer vision"
"imaging" -- "video processing"
"atmospheric science" -- "micrometeorology"
"atmospheric science" -- "meteorology"
"time series analysis" -- "machine learning"
"lca" -- "energy"
"elections" -- "public opinion"
"sexual selection" -- "evolution"
"sedimentary geology" -- "tectonics"
"geografia" -- "geografia econômica"
"membrane biophysics" -- "molecular dynamics"
"oscillations" -- "memory"
"optimization theory" -- "machine learning"
"community psychology" -- "social psychology"
"algebraic topology" -- "differential geometry"
"mass transfer" -- "heat"
"quality" -- "patient safety"
"quality" -- "safety"
"health psychology" -- "behaviour change"
"health psychology" -- "social psychology"
"health psychology" -- "psycho-oncology"
"health psychology" -- "chronic illness"
"health psychology" -- "chronic pain"
"empathy" -- "emotion"
"computational electromagnetics" -- "bioelectromagnetics"
"hearing loss" -- "cochlear implants"
"coal" -- "energy"
"hydrology" -- "water resources engineering"
"hydrology" -- "hydrogeology"
"hydrology" -- "hydrological modeling"
"hydrology" -- "urban hydrology"
"hydrology" -- "fluvial geomorphology"
"hydrology" -- "snow"
"hydrology" -- "water quality modeling"
"hydrology" -- "sediment transport"
"hydrology" -- "uncertainty analysis"
"hydrology" -- "climate change impacts"
"hydrology" -- "geomorphology"
"chemical physics" -- "physical chemistry"
"pharmacology" -- "pharmacokinetics"
"pharmacology" -- "neuroscience"
"pharmacology" -- "gpcrs"
"testing" -- "debugging"
"psychophysiology" -- "emotion"
"exercise science" -- "sport"
"social cognition" -- "developmental psychology"
"social cognition" -- "social psychology"
"operating systems" -- "file systems"
"deep brain stimulation" -- "parkinson s disease"
"privacy" -- "security"
"privacy" -- "usable security"
"privacy" -- "applied cryptography"
"smes" -- "entrepreneurship"
"topological insulators" -- "superconductors"
"topological insulators" -- "condensed matter physics"
"low power" -- "vlsi"
"ai" -- "machine learning"
"vlsi" -- "neuromorphic computing"
"memory" -- "functional neuroimaging"
"memory" -- "learning"
"memory" -- "hippocampus"
"coastal oceanography" -- "physical oceanography"
"item response theory" -- "psychometrics"
"political philosophy" -- "moral philosophy"
"neutrinos" -- "particle physics"
"social networks" -- "social capital"
"tobacco control" -- "public health"
"compressed sensing" -- "radar signal processing"
"bioprocessing" -- "biofuels"
"approximation algorithms" -- "algorithmic game theory"
"intelligent vehicles" -- "computer vision"
"metallurgy" -- "solidification"
"metallurgy" -- "steel"
"guidance" -- "control"
"policy" -- "energy"
"galaxy formation" -- "cosmology"
"nonlinear optics" -- "optical fiber"
"nonlinear optics" -- "quantum optics"
"estética" -- "filosofía política"
"thermal comfort" -- "energy efficiency"
"food microbiology" -- "food safety"
"tinnitus" -- "hearing"
"molecular diagnostics" -- "infectious diseases"
"peace" -- "conflict"
"face recognition" -- "computer vision"
"infectious diseases" -- "immunology"
"infectious diseases" -- "molecular epidemiology"
"infectious diseases" -- "pediatrics"
"astrochemistry" -- "physical chemistry"
"computational linguistics" -- "corpus linguistics"
"health behavior" -- "health disparities"
"energy" -- "environment"
"energy" -- "power"
"energy" -- "hvac"
"neuro-oncology" -- "neurosurgery"
"homelessness" -- "housing"
"state politics" -- "public opinion"
"racial" -- "ethnic politics"
"ecological genetics" -- "evolutionary biology"
"plasma physics" -- "space physics"
"porous media" -- "heat transfer"
"geochemistry" -- "ore deposits"
"geochemistry" -- "experimental petrology"
"geochemistry" -- "geochronology"
"geochemistry" -- "mineralogy"
"geochemistry" -- "economic geology"
"neuroinflammation" -- "neuroscience"
"neuroinflammation" -- "microglia"
"solar cells" -- "led"
"latin america" -- "mexico"
"energia" -- "meio ambiente"
"energia" -- "ambiente"
"public opinion" -- "political behavior"
"public opinion" -- "american politics"
"public opinion" -- "voting behavior"
"public opinion" -- "mass media"
"public health" -- "dentistry"
"public health" -- "oral health"
"public health" -- "behavioral science"
"public health" -- "primary care"
"public health" -- "maternal health"
"public health" -- "rural health"
"public health" -- "indigenous health"
"public health" -- "health equity"
"public health" -- "epidemiology"
"public health" -- "health inequalities"
"algebraic geometry" -- "computer algebra"
"curriculum" -- "pedagogy"
"rf" -- "microwave"
"thermal management" -- "heat transfer"
"altmetrics" -- "scientometrics"
"plant science" -- "molecular biology"
"juvenile justice" -- "corrections"
"palynology" -- "palaeoecology"
"horticulture" -- "plant physiology"
"distributed optimization" -- "machine learning"
"neurodevelopmental disorders" -- "neuroscience"
"mood disorders" -- "bipolar disorder"
"legal theory" -- "law"
"empirical finance" -- "financial econometrics"
"computational mechanics" -- "micromechanics"
"computational mechanics" -- "structural mechanics"
"computational mechanics" -- "constitutive modeling"
"computational mechanics" -- "finite elements"
"computational mechanics" -- "biomechanics"
"plant-insect interactions" -- "chemical ecology"
"public relations" -- "corporate communication"
"low back pain" -- "biomechanics"
"business ethics" -- "corporate social responsibility"
"waste management" -- "life cycle assessment"
"control" -- "decision"
"control" -- "identification"
"control" -- "power system dynamics"
"control" -- "robótica"
"control" -- "system dynamics"
"control" -- "nonlinear systems"
"control" -- "power system stability"
"control" -- "dynamical systems"
"alzheimer" -- "aging"
"teamwork" -- "patient safety"
"teacher education" -- "art education"
"teacher education" -- "professional development"
"audio" -- "acoustics"
"energy management" -- "renewable energy"
"bioelectronics" -- "neuroscience"
"periodontology" -- "dentistry"
"probability theory" -- "mathematical finance"
"biopharmaceutics" -- "pharmacokinetics"
"family" -- "marriage"
"conversion" -- "energy storage"
"electrokinetics" -- "microfluidics"
"geomatics" -- "photogrammetry"
"ads" -- "string theory"
"bipolar disorder" -- "schizophrenia"
"english literature" -- "digital humanities"
"speciation" -- "evolution"
"physical therapy" -- "rehabilitation"
"cities" -- "urban planning"
"traumatic brain injury" -- "neuroscience"
"pedagogy" -- "education"
"social work" -- "mental health"
"literatura" -- "traducción"
"literatura" -- "art"
"entrepreneurship" -- "social entrepreneurship"
"entrepreneurship" -- "business strategy"
"entrepreneurship" -- "small business"
"entrepreneurship" -- "organization theory"
"psychometrics" -- "structural equation modeling"
