"dtn" -- "networks"
"statistical mechanics" -- "theoretical physical chemistry"
"statistical mechanics" -- "spin glasses"
"statistical mechanics" -- "biophysics"
"statistical mechanics" -- "coarse-graining"
"statistical mechanics" -- "nonequilibrium"
"statistical mechanics" -- "theoretical biophysics"
"statistical mechanics" -- "non-equilibrium thermodynamics"
"parallel programming models" -- "compilers"
"theater" -- "shakespeare"
"medical physics" -- "dosimetry"
"medical physics" -- "radiation dosimetry"
"medical physics" -- "brachytherapy"
"medical physics" -- "monte carlo"
"medical physics" -- "radiobiology"
"medical physics" -- "radiation oncology"
"medical physics" -- "radiation therapy"
"medical physics" -- "mammography"
"medical physics" -- "monte carlo simulation"
"medical physics" -- "medical imaging"
"information behaviour" -- "information literacy"
"ev" -- "smart grid"
"psicometría" -- "psychometrics"
"breast imaging" -- "radiology"
"poisson geometry" -- "differential geometry"
"stem cells" -- "reprogramming"
"stem cells" -- "genome editing"
"stem cells" -- "cartilage tissue engineering"
"stem cells" -- "growth factors"
"stem cells" -- "vascular pharmacology"
"stem cells" -- "skin"
"stem cells" -- "epigentics"
"stem cells" -- "implants"
"stem cells" -- "heart disease"
"stem cells" -- "cardiomyocytes"
"stem cells" -- "cancer"
"stem cells" -- "developmental neuroscience"
"stem cells" -- "molecular biology of cancer"
"stem cells" -- "regeneration"
"stem cells" -- "epithelia"
"stem cells" -- "embryonic development"
"stem cells" -- "notch signaling"
"stem cells" -- "tissue regeneration"
"stem cells" -- "skin regeneration"
"omega-3" -- "nutrition"
"nonlinear circuits" -- "systems"
"vadose zone" -- "hydrology"
"natural convection" -- "heat transfer"
"pharmacoeconomics" -- "health economics"
"quality use of medicines" -- "pharmacoepidemiology"
"many-core" -- "network-on-chip"
"contemporary art" -- "art history"
"hospitality management" -- "tourism management"
"neutron" -- "x-ray scattering"
"transition to turbulence" -- "fluid mechanics"
"power electronic converters" -- "renewable energy"
"aeroacoustics" -- "jet noise"
"aeroacoustics" -- "wind turbine aerodynamics"
"aeroacoustics" -- "fluid mechanics"
"thermometry" -- "thermoluminescence"
"brain tumors" -- "skull base"
"community-based tourism" -- "participatory methods"
"community-based tourism" -- "community development"
"polar science" -- "climate science"
"nonlinear dynamics" -- "pattern formation"
"nonlinear dynamics" -- "nonlinear system identification"
"nonlinear dynamics" -- "synchronization"
"nonlinear dynamics" -- "granular media"
"nonlinear dynamics" -- "complex systems"
"nonlinear dynamics" -- "chaos"
"insecticide resistance" -- "entomology"
"fluid dynamics" -- "cardiovascular mri"
"fluid dynamics" -- "droplet impact"
"fluid dynamics" -- "hydrodynamic instability"
"fluid dynamics" -- "free surface flows"
"marine governance" -- "fisheries economics"
"process design" -- "optimization"
"petrology" -- "geochemistry"
"functional analysis" -- "operator theory"
"functional analysis" -- "abstract harmonic analysis"
"functional analysis" -- "fixed point theory"
"functional analysis" -- "polynomials"
"functional analysis" -- "general topology"
"functional analysis" -- "operator algebras"
"magnetic resonance imaging" -- "medical imaging"
"magnetic resonance imaging" -- "magnetic resonance spectroscopy"
"magnetic resonance imaging" -- "arterial spin labeling"
"legal writing" -- "legal research"
"security analysis" -- "corporate finance"
"counterinsurgency" -- "insurgency"
"laos" -- "southeast asia"
"rest" -- "web services"
"neurociências" -- "cognição"
"neurociências" -- "farmacologia"
"hip" -- "knee"
"divulgação científica" -- "análise de discurso"
"divulgação científica" -- "história da ciência"
"fluvial" -- "numerical modeling"
"climate policy" -- "energy"
"climate policy" -- "pro-environmental behaviour"
"climate policy" -- "renewable energy policy"
"autonomous vehicles" -- "advanced driver assistance systems"
"thin-walled structures" -- "cold-formed steel"
"pharmacy education" -- "pharmacy practice"
"pharmacy education" -- "transdermal delivery"
"geochemistry" -- "radiogenic isotopes"
"geochemistry" -- "volcanology"
"geochemistry" -- "economic geology"
"geochemistry" -- "ore geology"
"geochemistry" -- "igneous petrology"
"geochemistry" -- "cosmochemistry"
"geochemistry" -- "isotope geology"
"geochemistry" -- "early earth"
"geochemistry" -- "mineralogy"
"geochemistry" -- "petrography"
"geochemistry" -- "geobiology"
"geochemistry" -- "clumped isotopes"
"electromyography" -- "motor control"
"metal cutting" -- "machine tools"
"sonochemistry" -- "nanotechnology"
"status" -- "power"
"distributed storage" -- "coding theory"
"organisational psychology" -- "work"
"web security" -- "system security"
"snow hydrology" -- "remote sensing"
"snow hydrology" -- "mountain hydrology"
"optical fibre sensors" -- "fbg"
"cross-cultural management" -- "international hrm"
"lingüística de corpus" -- "lingüística aplicada"
"film sound" -- "musicology"
"language acquisition" -- "discourse structure"
"language acquisition" -- "grammar"
"language acquisition" -- "curiosity"
"language acquisition" -- "psycholinguistics"
"language acquisition" -- "morphosyntax"
"mikrobiyoloji" -- "biyoteknoloji"
"mikrobiyoloji" -- "genetik"
"mobile applications" -- "human-computer interaction"
"periodontia" -- "odontologia"
"sistemas de potência" -- "power systems"
"sequence learning" -- "nlp"
"english language learners" -- "literacy"
"diarrhea" -- "epidemiology"
"foundations of mathematics" -- "logic"
"patents" -- "intellectual property"
"soil dynamics" -- "geotechnical engineering"
"plant reproduction" -- "evolutionary biology"
"mechanical characterization" -- "fsw"
"cardiovascular engineering" -- "biomechanics"
"software verification" -- "formal methods"
"collective action" -- "public sphere"
"educational philosophy" -- "theory"
"flow control" -- "experimental aerodynamics"
"flow control" -- "fluid mechanics"
"flow control" -- "experimental fluid mechanics"
"yeast molecular biology" -- "genetics"
"underground structures" -- "tunnelling"
"phospholipids" -- "cancer"
"traducción" -- "literatura"
"planning theory" -- "urban planning"
"consumer behaviour" -- "neuromarketing"
"consumer behaviour" -- "wine marketing"
"consumer behaviour" -- "marketing"
"consumer behaviour" -- "social marketing"
"hydrodynamic modeling" -- "storm surge"
"video streaming" -- "video coding"
"transitional justice" -- "human rights"
"copyright" -- "intellectual property"
"copyright" -- "open access"
"pedagogika" -- "dialogue"
"sram" -- "tfet"
"sram" -- "vlsi"
"holocaust" -- "law"
"anxiety disorders" -- "clinical psychology"
"anxiety disorders" -- "cognitive bias modification"
"gastroenterologia" -- "nutrição"
"gastroenterologia" -- "epatologia"
"teacher retention" -- "family policy"
"signal detection" -- "estimation"
"metallic glasses" -- "materials science"
"marketing metrics" -- "branding"
"hydrogen embrittlement" -- "corrosion"
"oncolytic viruses" -- "cancer"
"microbiota" -- "microbiology"
"spatial perception" -- "room acoustics"
"sensory processing" -- "autism"
"geoprocessamento" -- "sensoriamento remoto"
"coastal ecosystems" -- "biogeochemistry"
"american history" -- "american studies"
"child" -- "adolescent development"
"child" -- "family policy"
"child" -- "adolescent mental health"
"mobile mapping" -- "laser scanning"
"energy production" -- "sustainable water"
"implantable devices" -- "biomedical electronics"
"ingegneria chimica" -- "biotecnologie"
"emergency medicine" -- "disaster medicine"
"emergency medicine" -- "resuscitation"
"supply chain strategy" -- "operations management"
"química analítica" -- "química ambiental"
"química analítica" -- "química"
"clinical neuropsychology" -- "cognitive neuroscience"
"animal models" -- "cancer"
"clinical science" -- "microbiology"
"rhizosphere" -- "microbial ecology"
"stochastic calculus" -- "mathematical finance"
"corporate finance" -- "ipos"
"corporate finance" -- "credit risk"
"corporate finance" -- "capital budgeting"
"corporate finance" -- "compensation"
"corporate finance" -- "m a"
"corporate finance" -- "economics of organizations"
"corporate finance" -- "initial public offerings"
"corporate finance" -- "textual analysis"
"intelligenza artificiale" -- "medical imaging"
"intelligenza artificiale" -- "ricerca operativa"
"spatial inequality" -- "urban"
"capacity planning" -- "operations management"
"vehicle dynamics" -- "mechatronics systems"
"vehicle dynamics" -- "vehicle control"
"wills" -- "queer history"
"wills" -- "trust"
"historical linguistics" -- "romance linguistics"
"historical linguistics" -- "phonology"
"international relations" -- "middle east politics"
"international relations" -- "global environmental governance"
"international relations" -- "war studies"
"international relations" -- "realism"
"international relations" -- "foreign policy"
"international relations" -- "human rights"
"international relations" -- "civil-military relations"
"international relations" -- "european studies"
"international relations" -- "critical security studies"
"international relations" -- "political thought"
"international relations" -- "territorial disputes"
"international relations" -- "conflict processes"
"international relations" -- "japan"
"international relations" -- "chinese foreign policy"
"international relations" -- "security policy"
"international relations" -- "european integration"
"international relations" -- "security studies"
"international relations" -- "foreign policy analysis"
"international relations" -- "american foreign policy"
"international relations" -- "defence policy"
"international relations" -- "chinese studies"
"international relations" -- "international political economy"
"international relations" -- "international history"
"international relations" -- "international security"
"international relations" -- "regional integration"
"international relations" -- "turkish foreign policy"
"international relations" -- "international conflict"
"international relations" -- "china"
"travel demand modeling" -- "transportation planning"
"gamification" -- "serious games"
"retroviruses" -- "virology"
"scale-up" -- "technology transfer"
"complexity economics" -- "innovation economics"
"anxiety" -- "cbt"
"anxiety" -- "clinical psychology"
"anxiety" -- "fear"
"anxiety" -- "depression"
"anxiety" -- "cognitive behavioral therapy"
"anxiety" -- "ocd"
"future thinking" -- "memory"
"biophysical chemistry" -- "calorimetry"
"biophysical chemistry" -- "spectroscopy"
"vitamin d" -- "nutrition"
"law" -- "behavioral biology"
"law" -- "property law"
"law" -- "legal theory"
"law" -- "economics"
"law" -- "courts"
"law" -- "legal history"
"law" -- "children s rights"
"law" -- "jury decision making"
"law" -- "criminal law"
"law" -- "legal research"
"law" -- "cyberspace"
"law" -- "legal profession"
"law" -- "securities law"
"law" -- "intellectual property law"
"law" -- "procedural law"
"law" -- "private law"
"law" -- "property"
"law" -- "labour law"
"river science" -- "geomorphology"
"functional data" -- "statistics"
"friction" -- "tribology"
"metal clusters" -- "stereochemistry"
"rna biochemistry" -- "data sharing"
"decoherence" -- "quantum information"
"neutron scattering" -- "x-ray scattering"
"iot security" -- "hardware security"
"development economics" -- "impact evaluation"
"development economics" -- "economic inequality"
"development economics" -- "political economy"
"development economics" -- "household economics"
"development economics" -- "open economy macroeconomics"
"development economics" -- "cge modelling"
"development economics" -- "chinese economy"
"development economics" -- "growth theory"
"development economics" -- "livestock production"
"development economics" -- "environmental economics"
"development economics" -- "microfinance"
"development economics" -- "impact analysis"
"chemoprevention" -- "cancer biology"
"process safety" -- "chemical engineering"
"biological control" -- "entomology"
"biological control" -- "insect pathology"
"leishmania" -- "parasitology"
"bioprocessing" -- "biofuels"
"helicase" -- "dna replication"
"cell-matrix interactions" -- "cancer biology"
"point clouds" -- "laser scanning"
"bioactive peptides" -- "protein chemistry"
"adaptive governance" -- "international law"
"radar" -- "tornadoes"
"radar" -- "signalverarbeitung"
"structural design" -- "earthquake engineering"
"apoptosis" -- "cancer"
"sensor systems" -- "pervasive computing"
"narcissism" -- "personality"
"nitrification" -- "microbial ecology"
"bionanotechnology" -- "biosensors"
"constraint programming" -- "sat"
"constraint programming" -- "artificial intelligence"
"old english" -- "middle english"
"terapia intensiva" -- "anestesiologia"
"terapia intensiva" -- "enfermagem"
"teoría de juegos" -- "estrategia"
"food safety" -- "sensory evaluation"
"food safety" -- "mycotoxins"
"food safety" -- "microbiology"
"relational frame theory" -- "commitment therapy"
"luminescence dating" -- "quaternary geochronology"
"luminescence dating" -- "geomorphology"
"cardiac rehabilitation" -- "exercise physiology"
"numerical algebraic geometry" -- "algebra"
"m2m communications" -- "smart grid"
"macroeconomia" -- "desenvolvimento econômico"
"macroeconomia" -- "microeconomia"
"applied physics" -- "materials science"
"stress biology" -- "ecotoxicology"
"diamond" -- "nanodiamond"
"diamond" -- "materials science"
"design innovation" -- "design"
"transport modelling" -- "travel behavior analysis"
"aprendizado de máquina" -- "visão computacional"
"muscle" -- "biomechanics"
"healthcare operations" -- "operations management"
"tectonic geomorphology" -- "structural geology"
"urban political economy" -- "urban planning"
"lactic acid bacteria" -- "microbiology"
"molecular interactions" -- "precision medicine"
"phonon transport" -- "nanoscale heat transfer"
"scada" -- "smart grid"
"rural geography" -- "economic geography"
"memory" -- "adult neurogenesis"
"memory" -- "distributed cognition"
"memory" -- "recognition memory"
"memory" -- "metacognition"
"memory" -- "oscillations"
"memory" -- "cognitive neuroscience"
"memory" -- "associative learning"
"memory" -- "sensory neuroscience"
"memory" -- "human learning"
"memory" -- "cognitive flexibility"
"memory" -- "comprehension"
"memory" -- "emotion processing"
"memory" -- "text comprehension"
"memory" -- "cognitive rehabilitation"
"memory" -- "prospective memory"
"memory" -- "hippocampus"
"memory" -- "autobiography"
"memory" -- "amnesia"
"memory" -- "autobiographical memory"
"memory" -- "imagination"
"memory" -- "learning"
"memory" -- "amygdala"
"memory" -- "cocaine"
"tradición clásica" -- "filología latina"
"tradición clásica" -- "filología clásica"
"provenance" -- "semantic web"
"biological membranes" -- "biomaterials"
"materials selection" -- "design"
"federalism" -- "public policy"
"carbon dynamics" -- "climate change"
"renal physiology" -- "hypertension"
"renal physiology" -- "epithelial transport"
"microbiologia" -- "imunologia"
"microbiologia" -- "biotecnologia"
"microbiologia" -- "enzimas"
"microbiologia" -- "biologia molecular"
"microbiologia" -- "virologia"
"organic solar cells" -- "organic thermoelectrics"
"wood technology" -- "forestry"
"history of economics" -- "economics"
"orthopaedic surgery" -- "sports medicine"
"information visualisation" -- "human-computer interaction"
"interventional cardiology" -- "cardiology"
"sar" -- "remote sensing"
"consumer choice" -- "operations management"
"apparel" -- "textiles"
"solid-state nmr" -- "membrane proteins"
"inductive power transfer" -- "power electronics"
"abusive supervision" -- "leadership"
"epidemic modeling" -- "network theory"
"ubiquitous computing" -- "human-computer interaction"
"ubiquitous computing" -- "pervasive"
"ubiquitous computing" -- "personal health informatics"
"ubiquitous computing" -- "mobile sensing"
"ubiquitous computing" -- "context awareness"
"ubiquitous computing" -- "mobile services"
"ubiquitous computing" -- "context-aware computing"
"singlet fission" -- "ultrafast spectroscopy"
"bioinformatics" -- "data visualisation"
"bioinformatics" -- "sequence alignment"
"bioinformatics" -- "bioimage informatics"
"bioinformatics" -- "rna structure"
"bioinformatics" -- "computational biology"
"bioinformatics" -- "phylogenomics"
"bioinformatics" -- "computational immunology"
"bioinformatics" -- "pathway analysis"
"bioinformatics" -- "healthcare economics"
"bioinformatics" -- "drug repositioning"
"bioinformatics" -- "computational proteomics"
"bioinformatics" -- "cheminformatics"
"bioinformatics" -- "ncrna"
"bioinformatics" -- "protein structure"
"bioinformatics" -- "interactomics"
"bioinformatics" -- "clinical genomics"
"bioinformatics" -- "computational toxicology"
"bioinformatics" -- "statistical genomics"
"bioinformatics" -- "stringology"
"bioinformatics" -- "proteomics"
"bioinformatics" -- "genome biology"
"bioinformatics" -- "chip-seq"
"bioinformatics" -- "molecular evolution"
"bioinformatics" -- "genome informatics"
"bioinformatics" -- "protein evolution"
"bioinformatics" -- "cancer informatics"
"bioinformatics" -- "cancer genetics"
"bioinformatics" -- "rna"
"bioinformatics" -- "precision medicine"
"bioinformatics" -- "next generation sequencing analysis"
"bioinformatics" -- "chemoinformatics"
"bioinformatics" -- "medical genomics"
"bioinformatics" -- "functional genomics"
"bioinformatics" -- "genomic signal processing"
"bioinformatics" -- "transcriptome analysis"
"bioinformatics" -- "immunoinformatics"
"bioinformatics" -- "membrane computing"
"bioinformatics" -- "rna sequencing"
"bioinformatics" -- "rare diseases"
"bioinformatics" -- "sequence analysis"
"bioinformatics" -- "plant genomics"
"particle physics" -- "lattice qcd"
"particle physics" -- "nuclear physics"
"particle physics" -- "cosmology"
"particle physics" -- "field theory"
"advanced composite materials" -- "thermoplastics"
"directed evolution" -- "protein engineering"
"sme" -- "entrepreneurship"
"poststructuralism" -- "postcolonial theory"
"bioanalytical chemistry" -- "mass spectrometry"
"pathogenesis" -- "microbiology"
"emotional labor" -- "wikipedia"
"foreign policy" -- "national security"
"feminism" -- "gender"
"evolutionary algorithms" -- "artificial intelligence"
"mechanical metallurgy" -- "materials science"
"nucleic acids" -- "proteins"
"stochastic dynamical systems" -- "particle dynamics"
"cognitive modeling" -- "artificial intelligence"
"cognitive modeling" -- "mathematical psychology"
"motivational interviewing" -- "clinical psychology"
"enterprise" -- "entrepreneurship"
"colombia" -- "media studies"
"impression formation" -- "social neuroscience"
"modular forms" -- "number theory"
"odontopediatria" -- "materiais dentários"
"odontopediatria" -- "epidemiologia"
"historia" -- "educación"
"historia" -- "didáctica de las ciencias sociales"
"high entropy alloys" -- "ti alloys"
"formal epistemology" -- "decision theory"
"fungi" -- "fusarium"
"pediatric psychology" -- "clinical child psychology"
"pediatric psychology" -- "academic"
"pediatric psychology" -- "sickle cell disease"
"membrane proteins" -- "lipid bilayers"
"membrane proteins" -- "structural biology"
"analytical modeling" -- "heat transfer"
"rf systems" -- "antennas"
"hip-hop" -- "music"
"writing systems" -- "linguistics"
"eye tracking" -- "human-computer interaction"
"power system reliability" -- "smart grid"
"transition metal catalysis" -- "organic synthesis"
"bioethics" -- "clinical ethics"
"bioethics" -- "public health ethics"
"bioethics" -- "ethics"
"bioethics" -- "forensic medicine"
"bioethics" -- "virtue ethics"
"bioethics" -- "human enhancement"
"bioethics" -- "health care ethics"
"bioethics" -- "research ethics"
"bioethics" -- "nursing ethics"
"paleomagnetism" -- "geomagnetism"
"paleomagnetism" -- "tectonics"
"paleomagnetism" -- "environmental magnetism"
"paleomagnetism" -- "paleogeography"
"disorders" -- "child language development"
"nonprofit organizations" -- "philanthropy"
"free will" -- "philosophy of mind"
"epitaxial growth" -- "compound semiconductors"
"micrometeorology" -- "urban climatology"
"electrohydrodynamics" -- "fluid mechanics"
"microbes" -- "host"
"progressive collapse" -- "structural engineering"
"computational protein design" -- "protein engineering"
"environmental biotechnology" -- "environmental engineering"
"instructional design" -- "curriculum design"
"solid state chemistry" -- "materials science"
"living lab" -- "open innovation"
"electrical power" -- "power electronics"
"endothelial biology" -- "cancer biology"
"perception-action" -- "ecological psychology"
"circadian" -- "sleep"
"organic semiconductors" -- "charge transport"
"econophysics" -- "sociophysics"
"econophysics" -- "complex systems"
"screening" -- "cancer"
"historical anthropology" -- "modernism"
"child welfare" -- "child maltreatment"
"minerals" -- "rock physics"
"geographic information systems" -- "remote sensing"
"geographic information systems" -- "spatial data infrastructure"
"storia economica" -- "storia dell&"
"supply chain security" -- "hardware security"
"medical electronics" -- "artificial intelligence"
"neonatologia" -- "pediatria"
"música" -- "antropologia"
"música" -- "musicología"
"música" -- "acústica"
"tense" -- "linguistics"
"information privacy" -- "information security"
"siyaset bilimi" -- "sosyoloji"
"siyaset bilimi" -- "spor yönetimi"
"tendon" -- "tendinopathy"
"tendon" -- "biomechanics"
"algebraic number theory" -- "coding theory"
"language use" -- "ambulatory assessment"
"3d video" -- "video processing"
"ultrasound" -- "medical imaging"
"ultrasound" -- "photoacoustics"
"phosphorylation" -- "proteomics"
"timber engineering" -- "structural engineering"
"space exploration" -- "space science"
"legal theory" -- "rule of law"
"design" -- "design management"
"design" -- "ergonomia"
"design" -- "product design"
"design" -- "antenna theory"
"design" -- "decision support tools"
"design" -- "artes visuais"
"design" -- "fabrication"
"design" -- "visual representation"
"design" -- "systems analysis"
"design" -- "craft"
"design" -- "aircraft"
"design" -- "user-centred design"
"design" -- "community planning"
"design" -- "innovation"
"kidney development" -- "polycystic kidney disease"
"kidney development" -- "disease"
"thyroid" -- "endocrine surgery"
"enzyme catalysis" -- "biophysics"
"pervaporation" -- "membrane separation"
"carbon nanofibers" -- "carbon nanotubes"
"flexible device" -- "carbon nanotubes"
"endocytosis" -- "cell biology"
"endocytosis" -- "exocytosis"
"bioremediation" -- "phytoremediation"
"d2d communications" -- "5g"
"energy engineering" -- "chemical engineering"
"housing economics" -- "real estate economics"
"child sexual abuse" -- "sexual assault"
"seabird ecology" -- "conservation biology"
"groundwater" -- "surface water"
"groundwater" -- "soil remediation"
"thermal comfort" -- "energy efficiency"
"thermal comfort" -- "building energy efficiency"
"psychotic disorders" -- "autoimmune disorders"
"protein engineering" -- "antibody engineering"
"protein engineering" -- "biocatalysis"
"interpersonal relationships" -- "clinical psychology"
"primary" -- "elementary education"
"soft computing" -- "artificial intelligence"
"agile" -- "lean"
"transcriptional regulation" -- "computational biology"
"job design" -- "work design"
"vector ecology" -- "vector biology"
"nutrition" -- "phytochemicals"
"nutrition" -- "diet"
"nutrition" -- "extension"
"nutrition" -- "omega-3 fatty acids"
"nutrition" -- "gastrointestinal physiology"
"nutrition" -- "child obesity"
"nutrition" -- "gut microbiome"
"nutrition" -- "animal science"
"nutrition" -- "lipids"
"nutrition" -- "lactation"
"nutrition" -- "dietary assessment"
"nutrition" -- "cancer prevention"
"nutrition" -- "body composition"
"nutrition" -- "micronutrients"
"nutrition" -- "exercise metabolism"
"nutrition" -- "hydration"
"nutrition" -- "epidemiology"
"nutrition" -- "poultry"
"nutrition" -- "bioactive compounds"
"nutrition" -- "nutrigenomics"
"nutrition" -- "exercise physiology"
"nutrition" -- "amino acids"
"conducting" -- "network theory"
"public value" -- "public administration"
"carbon dioxide" -- "chemistry"
"sonic interaction design" -- "sound"
"falls prevention" -- "biomechanics"
"cognitive training" -- "working memory"
"social engagement" -- "social identity"
"materiales compuestos" -- "superconductividad"
"ecotoxicology" -- "nanometrology"
"ecotoxicology" -- "mixture toxicity"
"ecotoxicology" -- "marine environment"
"ecotoxicology" -- "genotoxicity"
"ecotoxicology" -- "endocrine disruption"
"ecotoxicology" -- "ecological risk assessment"
"prostate" -- "cancer"
"functional magnetic resonance imaging" -- "perception"
"regional economics" -- "urban"
"regional economics" -- "spatial econometrics"
"giwaxs" -- "materials science"
"fluids" -- "heat transfer"
"co2 sequestration" -- "multiphase flow in porous media"
"co2 sequestration" -- "reservoir simulation"
"bioheat transfer" -- "heat transfer"
"machining processes" -- "time delay"
"urban politics" -- "public policy"
"urban politics" -- "global cities"
"photovoltaic systems" -- "power electronics"
"language evolution" -- "cultural evolution"
"elder abuse" -- "gerontology"
"población" -- "ordenación del territorio"
"revenue management" -- "healthcare operations management"
"revenue management" -- "pricing"
"síntese orgânica" -- "catálise"
"síntese orgânica" -- "química medicinal"
"coastal geology" -- "sedimentology"
"asymptotic methods" -- "fluid mechanics"
"metamemory" -- "metacognition"
"chaos" -- "bifurcation"
"educational research" -- "assessment"
"educational research" -- "multilevel analysis"
"european security" -- "international security"
"regional climate change" -- "hydrological cycle"
"centrifuge modelling" -- "geotechnical engineering"
"protective coatings" -- "corrosion"
"bioanalysis" -- "dmpk"
"palestine" -- "religion"
"birdsong" -- "communication"
"lithic technology" -- "paleolithic archaeology"
"lithic technology" -- "human evolution"
"lithic technology" -- "prehistoric archaeology"
"decision making under uncertainty" -- "artificial intelligence"
"medical imaging" -- "functional brain imaging"
"medical imaging" -- "diffuse optics"
"inkjet printing" -- "additive manufacturing"
"artificial intelligence" -- "probabilistic programming"
"artificial intelligence" -- "digital games"
"artificial intelligence" -- "conversational agents"
"artificial intelligence" -- "machine vision"
"artificial intelligence" -- "analogical reasoning"
"artificial intelligence" -- "inductive logic programming"
"artificial intelligence" -- "intelligent tutoring"
"artificial intelligence" -- "computability theory"
"artificial intelligence" -- "planning"
"artificial intelligence" -- "qualitative reasoning"
"artificial intelligence" -- "semantic web"
"artificial intelligence" -- "answer set programming"
"artificial intelligence" -- "kansei engineering"
"artificial intelligence" -- "knowledge modeling"
"artificial intelligence" -- "uncertain reasoning"
"artificial intelligence" -- "virtual agents"
"artificial intelligence" -- "heuristic search"
"artificial intelligence" -- "agents"
"artificial intelligence" -- "csp"
"artificial intelligence" -- "constraints"
"artificial intelligence" -- "constraint satisfaction"
"artificial intelligence" -- "logic programming"
"artificial intelligence" -- "human-agent interaction"
"artificial intelligence" -- "knowledge acquisition"
"artificial intelligence" -- "genetic programming"
"artificial intelligence" -- "ambient assisted living"
"artificial intelligence" -- "game design"
"artificial intelligence" -- "production optimization"
"artificial intelligence" -- "particle swarm optimization"
"artificial intelligence" -- "optimization techniques"
"artificial intelligence" -- "agent systems"
"artificial intelligence" -- "developmental robotics"
"artificial intelligence" -- "human-computer interaction"
"artificial intelligence" -- "imprecise probabilities"
"artificial intelligence" -- "genetic algorithms"
"artificial intelligence" -- "legal reasoning"
"artificial intelligence" -- "automated planning"
"artificial intelligence" -- "mathematical logic"
"artificial intelligence" -- "robot ethics"
"artificial intelligence" -- "game ai"
"artificial intelligence" -- "multi-agent systems"
"artificial intelligence" -- "evolutionary robotics"
"artificial intelligence" -- "natural language understanding"
"artificial intelligence" -- "games"
"artificial intelligence" -- "knowledge-based systems"
"artificial intelligence" -- "temporal reasoning"
"artificial intelligence" -- "intelligent tutoring systems"
"artificial intelligence" -- "sketch recognition"
"artificial intelligence" -- "knowledge representation"
"artificial intelligence" -- "service robotics"
"artificial intelligence" -- "procedural content generation"
"artificial intelligence" -- "computer science"
"artificial intelligence" -- "computer hardware"
"artificial intelligence" -- "rehabilitation technologies"
"artificial intelligence" -- "ambient intelligence"
"artificial intelligence" -- "logic"
"cardiac arrest" -- "resuscitation"
"plasma diagnostics" -- "growth mechanism"
"plasma diagnostics" -- "plasma physics"
"construction" -- "carbon management"
"construction" -- "financial risk management"
"construction" -- "virtual design"
"mantle dynamics" -- "computational geodynamics"
"non-market valuation" -- "environmental economics"
"approximation theory" -- "radial basis functions"
"approximation theory" -- "splines"
"smart metering" -- "smart grid"
"mobile learning" -- "collaborative learning"
"mobile learning" -- "ubiquitous learning"
"3d ics" -- "vlsi"
"faults" -- "structural geology"
"neural engineering" -- "neuroprosthetics"
"neural engineering" -- "neural prosthetics"
"neural engineering" -- "electrical stimulation"
"neural engineering" -- "biomedical engineering"
"drug discovery" -- "hts"
"drug discovery" -- "medicinal chemistry"
"drug discovery" -- "recombinant protein production"
"drug discovery" -- "mycobacterium tuberculosis"
"drug discovery" -- "protein modeling"
"economics of happiness" -- "health economics"
"mrna translation" -- "cancer"
"micro" -- "heat transfer enhancement"
"micro" -- "phase change heat transfer"
"textual criticism" -- "palaeography"
"spirituality" -- "religion"
"high performance" -- "protein design"
"exome sequencing" -- "genetics"
"política comparada" -- "democracia"
"nutrients" -- "biogeochemistry"
"ab initio" -- "materials science"
"forensic nursing" -- "sexual assault"
"environmental design" -- "planning"
"neuromuscular physiology" -- "exercise physiology"
"methamphetamine" -- "addiction"
"gnss" -- "ins"
"gnss" -- "gps"
"exergy" -- "energy"
"pricing" -- "marketing"
"forensic pathology" -- "forensic medicine"
"education economics" -- "health economics"
"intelligence artificielle" -- "sat"
"intelligence artificielle" -- "recherche opérationnelle"
"nanocomposites" -- "advanced composites"
"nanocomposites" -- "polymer materials"
"mesoscopic physics" -- "condensed matter physics"
"myelodysplastic syndromes" -- "acute myeloid leukemia"
"rheumatology" -- "scleroderma"
"rheumatology" -- "rheumatoid arthritis"
"control engineering" -- "mechatronics engineering"
"power converters" -- "power electronics"
"american religion" -- "religion"
"population health" -- "epidemiology"
"reaction dynamics" -- "spectroscopy"
"gender" -- "inequality"
"gender" -- "sexual orientation"
"gender" -- "queer theory"
"gender" -- "work organization"
"gender" -- "work-family"
"gender" -- "masculinity"
"gender" -- "labour migration"
"gender" -- "identity politics"
"gender" -- "gender-based violence"
"gender" -- "education"
"gender" -- "educational sciences"
"gender" -- "race"
"gender" -- "work"
"gender" -- "sexual harassment"
"gender" -- "popular culture"
"gender" -- "latin american history"
"gender" -- "south asia"
"gender" -- "girls"
"gender" -- "sexual violence"
"gender" -- "women s studies"
"gender" -- "family"
"gender" -- "youth"
"gender" -- "international development"
"gender" -- "politics"
"gender" -- "work-life"
"gender" -- "time use"
"gender" -- "identity"
"gender" -- "childhood"
"gender" -- "comparative sociology"
"gender" -- "diversity"
"gender" -- "sexism"
"gender" -- "indonesia"
"gender" -- "reproductive technologies"
"gender" -- "east asian studies"
"ottimizzazione" -- "ricerca operativa"
"heterocycles" -- "organic synthesis"
"radiative transfer" -- "remote sensing"
"stalking" -- "risk assessment"
"redox signaling" -- "oxidative stress"
"quantitative marketing" -- "empirical industrial organization"
"quantitative marketing" -- "empirical io"
"breast cancer" -- "prostate cancer"
"breast cancer" -- "cancer"
"breast cancer" -- "medical oncology"
